gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
RBP7,7.850800281092815,0.003158606363034611,0.04499217149384216,0.22898378730031735,0.9999903719397224
UBE4B,946.808482923886,-0.006271320514193216,0.04501818669217984,0.34779904836247705,0.9999903719397224
KIF1B,1915.5041737597835,0.006925520897880519,0.04459576440951084,0.46099509595166105,0.9999903719397224
PGD,2425.807302864374,-0.002940624902369882,0.04475579589477303,0.570396010316877,0.9999903719397224
CENPS,12.914036406202827,0.00655223901123388,0.045450431027177655,0.08977900579143328,0.9999903719397224
DFFA,319.73989854048233,0.00584901927321937,0.04374576527317258,0.5712352643877197,0.9999903719397224
PEX14,362.2346290997808,-0.0015274233495587274,0.043756538871786224,0.8675094111666832,0.9999903719397224
CASZ1,661.3388805827586,-0.0035552317197054197,0.04281708757247176,0.9752981748168846,0.9999903719397224
TARDBP,738.5651727027824,0.02987393232671527,0.05722015053706317,0.0453654965587903,0.7603754703894369
SRM,148.54044985601826,-0.00111128000736431,0.04447174403110554,0.8599853505541296,0.9999903719397224
EXOSC10,609.5478013916586,-0.008114085875039498,0.04502151507238173,0.3642400860958417,0.9999903719397224
MTOR,567.1413789805106,9.490966335178162e-4,0.04440217778550567,0.9123645421093393,0.9999903719397224
UBIAD1,68.89415797514208,0.005179825574742297,0.044993115890622534,0.3505368345342093,0.9999903719397224
FBXO2,2478.962346780991,0.013830382206087377,0.04727177226767234,0.1004908975636575,0.9999903719397224
FBXO44,180.221240453177,0.004107922940219817,0.044764911081882276,0.49730755752566197,0.9999903719397224
FBXO6,394.87528913911007,0.03132127423705593,0.05863262790425124,0.04260623508410192,0.7382205833262949
MAD2L2,75.31486713563936,0.0033843397911797798,0.044594612263332174,0.6071182762615259,0.9999903719397224
AGTRAP,171.42181995467143,-0.00674951479481201,0.04489255459240668,0.3985855513639086,0.9999903719397224
MTHFR,1118.6642686759587,-0.008154667386722844,0.04544632869110179,0.23201944334289043,0.9999903719397224
CLCN6,243.72830350843702,-0.00830766850867858,0.045159850762209464,0.3285027215201866,0.9999903719397224
KIAA2013,4575.707530474761,0.22813643173947157,0.20868375090956418,0.005708291809987133,0.23868856004914174
PLOD1,3170.8169314583047,0.008789136924982309,0.0457214706543602,0.16806038464516407,0.9999903719397224
MFN2,1799.9117938658553,0.0023207256332217923,0.04392050533052689,0.812234495091332,0.9999903719397224
MIIP,231.3005736098189,0.002277598938522309,0.04411584884888102,0.7928442418776362,0.9999903719397224
TNFRSF1B,723.6191337847347,0.01221920565837334,0.047057998750933056,0.029791589198721182,0.6396224309738817
VPS13D,2306.9541631874763,5.215447704412193e-4,0.04448441335572739,0.9347555257576916,0.9999903719397224
DHRS3,4513.510426934657,-0.006018276905199788,0.044200470830543195,0.606912820236835,0.9999903719397224
PRDM2,524.2746165777413,-0.004182479970875579,0.04251763729135825,0.7645085104257556,0.9999903719397224
KAZN,53.445845824626666,0.0018114879605623932,0.04466901942131196,0.7186567522528833,0.9999903719397224
TMEM51,503.3741269023688,-0.004772045545220731,0.04421344973139839,0.6082657262112685,0.9999903719397224
FHAD1,15.092421237907754,-0.0054319441642784174,0.04512128629732084,0.26532374194586755,0.9999903719397224
EFHD2,7597.857190441821,-0.01533268208494564,0.04699285705731769,0.19499973160831643,0.9999903719397224
CASP9,145.55735184421857,-0.0016305464775087587,0.04361193053816733,0.8787797664014841,0.9999903719397224
DNAJC16,339.6801590408727,-0.012225334852701377,0.04533332859243239,0.3315824579575607,0.9999903719397224
AGMAT,321.8270271955721,0.013320257596407316,0.04754477436745967,0.01898701875752031,0.5099881460832705
DDI2,743.3492461164624,0.027283820744647618,0.05586274833469121,0.032942199436903616,0.671438714144367
PLEKHM2,897.7999295644731,0.012590301463840681,0.043653253609856606,0.42544943867469753,0.9999903719397224
SLC25A34,221.8943296616292,0.016851223435350227,0.0493003224183468,0.008622096553095229,0.3171893915334947
TMEM82,232.26681420794205,0.9870068960412894,0.25827962282947925,4.7289355138466816e-6,7.207301321044323e-4
FBLIM1,3499.816686084221,0.005654333139015803,0.04247942505228585,0.7488456209878022,0.9999903719397224
UQCRHL,121.32252813087554,-6.692980033279021e-4,0.04464016877574262,0.8823040731059391,0.9999903719397224
SPEN,1590.4274395513485,-0.010079973326980208,0.04532158069226185,0.3185272488273363,0.9999903719397224
ZBTB17,301.14130674111453,-0.008452978695288835,0.04497766767430423,0.37397057444466875,0.9999903719397224
FAM131C,5.856823593943198,8.825350313841351e-4,0.044826521565414536,0.7564188361420433,0.9999903719397224
EPHA2,6449.472940995864,-0.3804506283625102,0.17676033442811478,9.223289791277824e-4,0.06138031117493181
ARHGEF19,42.28119966621546,-0.0027389856647384524,0.04486295278538807,0.47127675805908337,0.9999903719397224
CPLANE2,39.44316023533959,3.2264200037599706e-5,0.044689140357413365,0.9958538861660927,0.9999903719397224
FBXO42,252.51403225179428,-0.009725206192666617,0.04536380126963994,0.3127507313996417,0.9999903719397224
SZRD1,1458.6629076470167,-0.004986435250304922,0.04390329357647358,0.6413160589167304,0.9999903719397224
NECAP2,1465.738040262384,-0.008463199649359203,0.045281427331447764,0.30437108015455117,0.9999903719397224
NBPF1,187.51715867516114,-0.005254108658326624,0.04471980335420228,0.47902784677077065,0.9999903719397224
CROCC,58.840485720111616,-0.004539886868794532,0.0447698159835782,0.4752714763848009,0.9999903719397224
ATP13A2,7574.805575899972,-0.007543565579297699,0.04536948781112723,0.2639812168921627,0.9999903719397224
SDHB,1512.122982581715,0.0014444661948434228,0.04317193586919975,0.8800962023924807,0.9999903719397224
PADI2,4629.0089196754525,-0.01118906887306701,0.046478848252835506,0.16518545693430337,0.9999903719397224
PADI1,209.20745295942626,0.002943419772643727,0.04485607251321703,0.4758074074950788,0.9999903719397224
PADI3,13.481887705077808,-1.4690382643789608e-4,0.04480867040789817,0.952647142164625,0.9999903719397224
PADI4,10.390852753111973,6.036060018583425,1.4901883377856409,9.609174892428256e-8,2.2846703045164147e-5
RCC2,1088.4129435437048,-6.194853733139436e-4,0.0439753152194465,0.9423168429327965,0.9999903719397224
ARHGEF10L,1299.3885280636646,-0.0010798984200468566,0.04227036329768088,0.981599895003382,0.9999903719397224
KLHDC7A,82.03689794151946,0.0010969162494554002,0.044743576943192455,0.7896962815821671,0.9999903719397224
ALDH4A1,140.46228928232347,0.0077566067054848946,0.04563372128653975,0.11452011388581934,0.9999903719397224
IFFO2,247.04562808799884,-0.008881800287498472,0.0453994901398677,0.26908823695494755,0.9999903719397224
UBR4,3676.2972229358897,-0.04060125361344737,0.0713639899343187,0.04342816347776584,0.7435293144566858
EMC1,605.2874624694072,-9.83038863450352e-4,0.04433400694302293,0.8962782920086283,0.9999903719397224
MRTO4,401.74377638150014,0.004913167631861973,0.04447098061828227,0.5554580170491199,0.9999903719397224
AKR7A3,2758.174392178483,1.1146994598606896,0.3689837766306062,7.86942635673692e-5,0.008082845199531626
AKR7A2,2861.559704572425,0.003969319948730624,0.04469022906511134,0.3270735377802815,0.9999903719397224
CAPZB,3682.3920603441843,-0.004106818099583799,0.04441628269764159,0.6030546613334719,0.9999903719397224
NBL1,8693.105418097468,0.00091282718523368305,0.044119286127742297,0.9931485501624802,0.9999903719397224
TMCO4,705.8813658165459,-0.01720183334742517,0.04900646928610192,0.04961207785804598,0.7844451571668132
RNF186,1359.4679013294485,-0.008825729166294273,0.04571610296851037,0.17835088027284648,0.9999903719397224
OTUD3,315.2782222215899,-0.00411474744445531,0.044471273005310466,0.5863181383712205,0.9999903719397224
PLA2G2A,107.83545071458425,-7.127794802092672e-4,0.04485406479325931,0.7446433694026302,0.9999903719397224
UBXN10,156.00209617262644,1.349929280985198e-4,0.04475743475564205,0.9886742942406506,0.9999903719397224
CAMK2N1,4386.4972613483105,0.006808118157426734,0.04438667043726006,0.38361261998505125,0.9999903719397224
MUL1,466.8396002091948,-0.001515686376724872,0.04244936608416032,0.9136089406890122,0.9999903719397224
CDA,2053.0941921622307,0.002739466172061575,0.04442051873018394,0.7075249925869607,0.9999903719397224
PINK1,1078.6276710868942,-0.0022394791442580456,0.0432081825131227,0.851282644282086,0.9999903719397224
DDOST,4679.775678393898,-0.0060536325970348215,0.044578878134662284,0.8892660067951574,0.9999903719397224
HP1BP3,1688.7299623615202,-0.0035776932422559504,0.04417084097399716,0.7006189169504117,0.9999903719397224
EIF4G3,1822.483654785525,-0.011633493319958757,0.04614322757421724,0.19443080901810048,0.9999903719397224
ECE1,7418.221384543213,-0.002830050322897776,0.04338581559651296,0.7848356339282604,0.9999903719397224
NBPF3,92.80000309367485,-0.012487895758054184,0.04661865301531279,0.1452712835680665,0.9999903719397224
RAP1GAP,362.311555486653,-4.988468590029912e-4,0.04457384719872887,0.9204429854641385,0.9999903719397224
USP48,698.8945196387991,8.326591901432347e-4,0.04259823808734914,0.9518422724655103,0.9999903719397224
LDLRAD2,4.8915048635381835,-0.0010861325368540869,0.04488249777060018,0.5493153638241242,0.9999903719397224
HSPG2,9104.32723129668,-0.018535525753711663,0.049517060041797706,0.06086635185435706,0.8531256456966051
CELA3B,35.8221271106315,3.857832971311152e-4,0.04486529249600957,0.8441982596696388,0.9999903719397224
CELA3A,3.8805307751107607,-0.0013647871185721995,0.04491383297077174,0.30569725091394817,0.9999903719397224
CDC42,13.065796258109915,0.0012734619297044205,0.044784020040563956,0.7244196471676623,0.9999903719397224
WNT4,67.68828750417738,-0.0038822029700472946,0.044922182905066964,0.3869398694095721,0.9999903719397224
ZBTB40,279.6193579070237,0.0038941153420007607,0.04354671201556985,0.7292695551268091,0.9999903719397224
EPHA8,38.76081728039591,4.136415455172346,0.6728684977810864,2.8441536880035792e-11,1.141127787508686e-8
EPHB2,471.7027488127591,-0.004456704697234709,0.04482859380379629,0.44698102121722944,0.9999903719397224
KDM1A,1024.7851199731897,0.002812495652865489,0.043990714893551094,0.7658878600016268,0.9999903719397224
LUZP1,1580.1237059322873,-0.002759791080041844,0.04404679622254361,0.7644485138436486,0.9999903719397224
HTR1D,282.39729502882057,5.844832745912883e-4,0.04448383532627567,0.9282010963971739,0.9999903719397224
HNRNPR,1394.8612141305825,0.014229660967179205,0.044574273826605205,0.37042275461645596,0.9999903719397224
ZNF436,261.2862429570797,0.0019595963121910504,0.044180090091454766,0.8104757840272139,0.9999903719397224
TCEA3,813.3213200986634,-0.002627969007438469,0.04476359816162224,0.5753442049074851,0.9999903719397224
ASAP3,480.9392501318789,-0.010800409537267252,0.04651458467192388,0.050577621060407515,0.7925082579608423
E2F2,271.66622849632824,6.277430410399045e-4,0.0448087006345004,0.847420524194915,0.9999903719397224
ID3,316.6404454379444,-0.002918216358882491,0.04436788664301155,0.7004238742982887,0.9999903719397224
RPL11,12921.91182913089,-0.004967404078336259,0.04343719568038352,0.6831221823452881,0.9999903719397224
ELOA,531.5832683444128,-0.01069894269585306,0.045333195722882386,0.32207250601047144,0.9999903719397224
PITHD1,536.3367083089014,-0.004405521847036612,0.04432918658314223,0.6611441454003559,0.9999903719397224
LYPLA2,1465.5998167049283,0.0030748592136136473,0.043491072451723095,0.7330321318666596,0.9999903719397224
GALE,4060.238713646416,0.011773179739025155,0.04263124680714702,0.6370568427177161,0.9999903719397224
HMGCL,1875.7667891238725,6.414090445993138e-4,0.044149405119200714,0.9205990686731832,0.9999903719397224
FUCA1,3067.618754459333,0.007528497868242394,0.04523911509917653,0.284671725637763,0.9999903719397224
PNRC2,4066.1428987139348,0.005122694160325703,0.04448000634994145,0.5060569323168076,0.9999903719397224
SRSF10,1708.612190046578,-1.567089850157113e-4,0.04433424732971233,0.9799080982349373,0.9999903719397224
MYOM3,304.26939264368355,0.005740057262908778,0.04514077350872148,0.2774577216576068,0.9999903719397224
IL22RA1,645.1207178729284,0.009191910768189737,0.04531379816960333,0.30977045670778885,0.9999903719397224
IFNLR1,398.5916600796601,0.009106134974223749,0.04599592767522503,0.07540147319432523,0.9364521684488558
GRHL3,46.488561393735644,-0.0022949625067010676,0.044902264255809475,0.39693648825846656,0.9999903719397224
STPG1,484.2892249556839,0.00508709763454742,0.044898939374393605,0.3899462008525176,0.9999903719397224
NIPAL3,980.3263812924695,-0.0012359335094400013,0.04428162484180416,0.84458994426236,0.9999903719397224
RCAN3,332.26635684158396,0.0019431984698641597,0.043720907897658395,0.8511631641575967,0.9999903719397224
NCMAP,458.13144071626044,0.021655682083443494,0.05235596283256165,0.00620955091230895,0.2507057363620585
SRRM1,1296.4426121616912,-0.0036346384433822683,0.04426531523580534,0.6330483995366871,0.9999903719397224
CLIC4,2004.08140892467,-0.007469305668354627,0.04501172226396301,0.3878395643521709,0.9999903719397224
RUNX3,30.353537561376136,-0.0017413512289998368,0.04485388689764169,0.5517526491920679,0.9999903719397224
SYF2,1477.3865328283346,-0.005316706598677046,0.0446083120192216,0.5017679503806665,0.9999903719397224
RSRP1,728.720471582557,-0.0015643047296322343,0.0447965596999819,0.6613961883811821,0.9999903719397224
RHD,4.024846668757846,-7.774439311353899e-4,0.0448774943237903,0.6559102675197488,0.9999903719397224
TMEM50A,1801.2384900730015,-0.016432300379154042,0.04771024849540061,0.15426938928963208,0.9999903719397224
RHCE,12.490407117614767,1.1662115512010711e-4,0.04477376152902054,0.9774658598644217,0.9999903719397224
MACO1,748.9722317624665,0.004052503838680819,0.0439250199516357,0.7069972999092468,0.9999903719397224
LDLRAP1,732.2214378298427,5.866803196320036e-4,0.04388095279463936,0.9517522782834038,0.9999903719397224
SELENON,732.0691079292991,0.007658791871275344,0.0452859060281573,0.28097563519640334,0.9999903719397224
MTFR1L,337.7253795349824,0.02160142828579637,0.05083547215401765,0.07979991237098565,0.9591548412969394
AUNIP,12.555468735886034,0.0016283756198297724,0.04481182897226716,0.6366385582153727,0.9999903719397224
PAQR7,43.40965310243627,0.008733518289320466,0.04562576672475881,0.2030889477508554,0.9999903719397224
STMN1,296.3631676124773,0.0037422113669901536,0.04475683216634981,0.5322047476395584,0.9999903719397224
PAFAH2,924.7562500960124,0.017516926423040993,0.04864931978575998,0.10137637396916324,0.9999903719397224
PDIK1L,280.92445191306973,-2.8632299837351964e-4,0.043206226292147765,0.9759621391352759,0.9999903719397224
CNKSR1,541.442801692861,0.007572925261978878,0.04386864756853032,0.5465478893441253,0.9999903719397224
CEP85,121.8243652037588,0.009491850958322983,0.0454112214199185,0.29358916020831005,0.9999903719397224
SH3BGRL3,4231.0632874935745,-0.005745026584743895,0.044809724347463095,0.43704120154198833,0.9999903719397224
UBXN11,66.29279181762894,0.003167188722632158,0.04483585112393704,0.48621183283768077,0.9999903719397224
CRYBG2,2493.906166032345,0.001017335045556364,0.04190244950529162,0.8710326955108829,0.9999903719397224
DHDDS,893.5953548670781,6.169773453600487e-4,0.04419446909101394,0.9395613774538835,0.9999903719397224
HMGN2,953.1486468181325,0.0020072382509058444,0.04443706496170241,0.7556811144069846,0.9999903719397224
RPS6KA1,4534.587258587091,8.839129687410858e-4,0.0439984279429298,0.8711107776365672,0.9999903719397224
ARID1A,1251.6492539326628,-0.010571149214517841,0.04501319487911734,0.38907461073405114,0.9999903719397224
PIGV,274.9739904659538,-0.008092375930110494,0.04534305406751808,0.25893798303351134,0.9999903719397224
ZDHHC18,480.8789436043192,-0.007274744053376352,0.04506969104412139,0.346841268009439,0.9999903719397224
SFN,6687.300248877483,-0.005259320831639667,0.044617151508437654,0.5067328006599602,0.9999903719397224
GPN2,471.73030781292715,-0.009003770165021938,0.043987890616244994,0.4939260151598104,0.9999903719397224
GPATCH3,134.88250590436743,0.011236265043243612,0.04589463901322172,0.2327600703029671,0.9999903719397224
NUDC,769.96505455542,-0.0035419397689727223,0.044393123561316354,0.6352901279108296,0.9999903719397224
NR0B2,153.09948970899583,1.1506910968751374,0.7620059147758392,0.0022541022531140944,0.12341762627535192
KDF1,576.4068023732624,-0.005249976306665584,0.04450716545901463,0.5225326223129576,0.9999903719397224
TRNP1,462.1396134424549,0.006420769136407293,0.04532680307279332,0.19313225328797812,0.9999903719397224
TENT5B,8.597109882180373,-0.0012609130646324591,0.044786999159249934,0.7206903407246485,0.9999903719397224
SLC9A1,2143.9427155520743,0.0011726481289934321,0.04425335710716985,0.777995138610621,0.9999903719397224
WDTC1,1308.890359156757,-9.798174004826761e-4,0.04410499287471622,0.9081857008283765,0.9999903719397224
TMEM222,375.4114927779946,9.343311269891121e-4,0.042192272301954825,0.8949782717451896,0.9999903719397224
SYTL1,334.94991681734814,-0.007724931470029855,0.045479644149331956,0.19851159037257723,0.9999903719397224
MAP3K6,285.89520752418673,-0.010955700225007371,0.045876394781139626,0.22931812687539516,0.9999903719397224
CD164L2,5.453773418072368,0.0015055616631377393,0.04485172116068805,0.590249427434846,0.9999903719397224
WASF2,4960.41805045867,-0.004078410484308604,0.04468405697240378,0.5308004087411347,0.9999903719397224
AHDC1,621.7121130688726,-0.003289982250768268,0.044073576307954866,0.7218327864605729,0.9999903719397224
IFI6,184.133196938629,-4.1086779041100394e-5,0.044763595932327,0.9958622430497893,0.9999903719397224
FAM76A,123.87618226195787,-0.005438044250363199,0.04426843903855903,0.5753097354740349,0.9999903719397224
STX12,1588.8595896179725,-0.006664189989557594,0.04316627320807508,0.6493802155357424,0.9999903719397224
PPP1R8,515.3408997424142,-0.0056801300808936,0.04377413458059639,0.6232660278117186,0.9999903719397224
THEMIS2,36.714313494469735,-0.006356877020568573,0.045439575199429094,0.07112847579832114,0.9123061945800651
RPA2,317.99248953739016,-0.013807246423921365,0.0461278093688687,0.25621928951926426,0.9999903719397224
SMPDL3B,351.51759419080855,0.017732191465858527,0.04984942752609409,0.006004940876623736,0.24728169563599145
