	H174CON1	H174CON2	HNF4AOE1	HNF4AOE2	HNF4GOE1	HNF4GOE2
Lelp1	8.07687905191031	7.16656148650188	2.19860241174326	1.11300214070697	0.890588278377589	1.76463274847224
Sprr2a1	658.265642730691	636.800177800596	1387.31812181	1517.0219177836	814.888274715494	149.99378362014
Sprr2a2	1326.62738427627	1231.62478118025	2710.87677367944	3195.42914596971	1376.84947837175	294.693668994864
Sprr2a3	16060.8739947237	17453.6486031263	21832.1219486106	27557.9330039046	13804.1183148526	8021.13815818055
Sprr2h	54.5189336003946	39.9279854247962	19.7874217056894	26.7120513769673	19.592942124307	185.286438589585
Gm9774	7.06726917042152	12.2855339768604	21.9860241174326	11.1300214070697	13.3588241756638	7.94084736812507
Sprr1a	6167.70676601501	6505.19024074757	4653.34200445462	5001.83162033712	5574.19203436533	6659.72399273422
Ivl	52.499713837417	36.8566019305811	4.39720482348653	6.67801284424182	59.6694146512984	22.057909355903
Lce1c	1.00960988148879	7.16656148650188	8.79440964697305	5.56501070353485	5.34352967026553	0.882316374236118
Lce1h	24.2306371557309	22.5234789575774	4.39720482348653	5.56501070353485	20.4835304026845	54.7036152026393
Kprp	2.01921976297758	3.07138349421509	1.09930120587163	2.22600428141394	21.3741186810621	7.05853099388895
Lce3b	0	0	10.9930120587163	17.8080342513115	0	0.882316374236118
Crct1	29.2786865631749	32.7614239382943	24.1846265291759	30.0510577990882	25.8270600729501	9.7054801165973
Crnn	178.700949023516	185.306804150977	48.3692530583518	79.0231519901948	184.351773624161	169.404743853335
Tchh	221.104564046045	203.735105116268	342.981976231949	324.996625086435	283.207072524073	128.818190638473
S100a11	18752.4939387728	18014.6879880696	14560.2444717698	13519.6370031676	21532.6433946133	17215.7570940951
S100a10	12320.2693838077	12746.2415009926	12630.970855465	13538.5580395596	11853.7299852057	8968.74594411014
Them4	211.008465231157	187.354393147121	252.839277350475	314.979605820072	227.100010986285	171.169376601807
Rorc	671.390571190045	855.892200387939	1017.95291663713	1448.01578505977	197.710597799825	745.55733622952
Lingo4	1.00960988148879	10.237944980717	9.89371085284468	17.8080342513115	4.45294139188794	9.7054801165973
Tdrkh	110.047477082278	91.1177103283811	96.7385061167036	87.9271691158506	174.555302562007	47.6450842087504
Mrpl9	1130.76306726744	1173.26849479017	1290.5796156933	1366.76662878816	1262.85417873942	1054.36806721216
Celf3	50.4804940744395	67.5704368727321	74.7524819992709	73.45814128666	18.7023538459294	72.3499426873617
Snx27	1485.13613567001	1360.62288793729	1399.41043507459	1237.65838046615	1636.01066737963	1655.22551806696
Tuft1	1955.61434044378	2005.61342172246	1739.09450768892	1838.67953644791	1760.69302635249	2762.53256773329
Selenbp2	181.729778667982	216.020639093128	167.093783292488	215.922415297152	83.7152981674933	160.581580110974
Cgn	5750.73788496014	5865.31867945276	6335.27284943821	6463.20343108537	8191.63098451706	6020.04462141304
Pogz	637.063835219426	591.753219885441	576.033831876735	508.641978303085	742.750624166909	736.734172487159
Psmb4	3097.48311640761	2964.90886641564	3349.57077429086	3266.66128297496	3352.17427981324	2834.88251042065
Selenbp1	58751.2182235956	65148.1390902944	68288.5909087458	92260.0864496228	15390.2560386431	33249.2102467139
Rfx5	434.132249040179	389.041909267245	446.316289583882	375.081721418249	504.072965561715	441.158187118059
Pi4kb	888.456695710134	839.511488418792	898.129085197123	952.729832445166	876.338865923547	1005.84066662917
Zfp687	1130.76306726744	1412.83640733894	1039.93894075456	1110.77613642556	1135.50005493143	1518.46648006036
Psmd4	2537.14963218133	2623.98529855776	2311.83043594804	2464.18673952523	2512.34953330318	2615.18573323585
Pip5k1a	1770.85573213134	1861.25839749435	1354.33908563385	1243.22339116969	1896.95303294426	1926.97896133168
Vps72	1030.81168900005	1062.69868899842	927.810217755657	916.000761801836	1109.67299485848	1427.58789351404
Scnm1	410.911221765937	438.184045174687	401.244940143146	399.567768513802	342.876487175372	386.45457191542
Lysmd1	90.864889333991	118.760161776317	74.7524819992709	113.526218352111	56.9976498161657	111.171863153751
Tnfaip8l2	1.00960988148879	1.0237944980717	19.7874217056894	17.8080342513115	3.56235311351035	2.64694912270836
Sema6c	98.9417683859013	134.117079247392	62.660168734683	107.961207648576	73.0282388269623	128.818190638473
Gabpb2	1204.46458861613	1278.71932809155	1330.15445910467	1167.53924560161	1580.79419412022	1622.57981222022
Mllt11	296.825305157704	320.447677896441	259.435084585705	287.154552302398	212.850598532244	327.3393748416
Cdc42se1	3648.73011170048	3761.42098591542	3084.6391836758	3458.09765117655	3426.09310691858	3537.2063443126
Bnipl	19.182587748287	30.7138349421509	17.5888192939461	10.0170192663627	18.7023538459294	21.1755929816668
Prune1	858.168399265471	949.057499712464	815.681494756751	954.95583672658	879.901219037058	899.962701720841
Mindy1	1344.80036214307	1355.50391544693	1557.7098087201	1671.72921534187	1180.0294688503	1117.89484615716
Anxa9	79.7591806376143	60.4038753862302	92.3413012932171	81.2491562716088	101.527063735045	119.112710521876
Cers2	2831.95571757605	2743.76925483215	2993.39718358845	2702.36919763652	3721.76841533994	2948.70132269711
Setdb1	804.659075546565	672.632985233106	765.113639286656	662.236273720647	995.677695226144	963.489480665841
Arnt	1738.54821592369	1872.52013697314	1532.42588098505	1596.04506977379	1269.97888496644	1984.32952565703
Ctss	1172.15707240848	1315.57593002213	1462.07060380927	2358.45153615807	296.565896699737	379.396040921531
Golph3l	5076.31848412563	5178.35257124665	5299.73111350714	5677.42391974625	3925.71313108841	3960.71820394594
Ensa	2110.08465231157	1922.68606737865	1979.84147177481	2347.321514751	1848.86126591187	2008.15206776141
Mcl1	7008.71179729517	6618.83143003353	7770.96022430656	7915.67122470797	7180.8132885585	6750.60257928054
Adamtsl4	585.573731263498	566.158357433649	345.180578643692	418.488804905821	944.023575080244	502.920333314587
Ecm1	1312.49284593543	1447.64542027338	912.420000873454	1121.90615783263	1622.65184320397	1050.83880171522
Tars2	472.497424536753	380.851553282672	536.458988465356	430.731828453597	789.061214642544	487.920954952573
Rprd2	1287.25259889821	1250.05308214554	1201.53621801769	1209.83332694848	1327.86712306098	1328.76845959959
Prpf3	298.844524920682	298.947993436936	413.337253407733	332.787640071384	565.523556769769	357.338131565628
Mrps21	1408.40578467686	1248.0054931494	1469.76571225037	1468.04982359249	1193.38829302597	1034.07479060473
Ciart	126.201235186099	206.806488610483	112.128722998906	111.300214070697	106.870593405311	190.580336835002
Aph1a	4978.38632562122	5309.39826699982	4880.89735407004	5831.01821516381	3177.61897725124	3688.96476068121
Car14	8.07687905191031	14.3331229730038	13.1916144704596	11.1300214070697	8.0152945053983	19.4109602331946
Anp32e	2049.50805942224	1923.70986187672	1823.74070054104	1659.48619179409	3292.50486516195	2397.25358879953
Plekho1	49.4708841929507	32.7614239382943	14.2909156763312	16.6950321106045	48.0917670323898	46.7627678345143
Vps45	605.765928893274	575.372507916294	540.856193288843	587.66513029328	571.757674718412	503.802649688824
Otud7b	3539.69224449969	3753.23062993084	3207.76091873342	3011.78379275306	3446.57663732127	3572.49899928204
Mtmr11	697.640428108753	790.369352511351	914.618603285197	1236.54537832544	626.083559699445	1177.89235960522
Sf3b4	1247.87781352014	1126.17394787887	1304.87053136963	1235.43237618474	2116.92833770353	1136.42349001612
Bola1	324.084771957901	359.351868823166	380.358217231585	310.527597257245	431.93531501313	314.986945602294
BC107364	9.0864889333991	9.21415048264528	3.29790361761489	8.90401712565576	0.890588278377589	4.41158187118059
Txnip	22417.3778085771	26958.5567232239	17538.251438476	22994.624227006	9636.16517204551	24480.7501195553
Gm16253	11.1057086963767	7.16656148650188	9.89371085284468	8.90401712565576	1.78117655675518	24.7048584786113
Polr3gl	272.594668001973	292.805226448506	225.356747203684	262.668505206845	210.178833697111	372.337509927642
Lix1l	22.2114173927534	12.2855339768604	7.69510844110142	5.56501070353485	37.4047076918587	69.7029935646534
Rbm8a	1134.8015067934	1173.26849479017	1189.44390475311	1182.0082734308	1631.55772598774	1171.71614498557
Pex11b	207.979635586691	200.663721622053	184.682602586434	195.888376764427	178.117655675518	214.402878939377
Itga10	12.1153185778655	9.21415048264528	14.2909156763312	6.67801284424182	10.6870593405311	13.2347456135418
Ankrd35	63.6054225337937	69.6180258688754	40.6741446172504	62.3281198795903	85.4964747242485	67.056044441945
Pias3	793.553366850188	887.629829828162	701.354169346101	678.931305831252	755.218860064195	933.490723941813
Nudt17	87.8360596895247	63.4752588804453	74.7524819992709	104.622201226455	38.2952959702363	59.9975134480561
Polr3c	1529.55897045552	1697.45127780287	1601.68185695497	1876.52160923195	1279.77535602859	1302.29896837251
Rnf115	1524.51092104807	1585.85767751306	1365.33209769257	1577.12403338178	1223.66829449081	1282.00569176508
Pdzk1	0	6.14276698843019	16.4895180880745	47.8590920503997	4.45294139188794	0.882316374236118
Gpr89	583.55451150052	411.565388224823	807.986386315649	731.242406444479	765.015331126349	477.33315846174
Gja5	3.02882964446637	4.09517799228679	6.59580723522979	4.45200856282788	16.9211772891742	6.17621461965283
Gja8	6.05765928893273	4.09517799228679	4.39720482348653	3.33900642212091	14.2494124540414	48.5274005829865
Acp6	1187.30122063082	1235.71995917254	1335.65096513403	1641.67815754278	1191.60711646921	1769.04433034342
Bcl9	632.015785811982	797.535913997853	538.657590877099	647.767245891456	706.236504753428	854.082250260563
Chd1l	365.478777098942	300.995582433079	440.819783554524	345.030663619161	472.011787540122	310.575363731114
Fmo5	1093.40750165236	1109.79323590972	3184.67559341012	5242.24008272983	486.261199994163	272.635759638961
Prkab2	176.681729260538	182.235420656762	118.724530234136	136.899263306957	165.649419778232	340.574120455142
Pde4dip	2728.9755096642	2578.93834064261	2746.05441226734	2716.83822546571	2626.34483293551	2227.8488449462
Sec22b	1311.48323605394	1348.33735396043	1256.50127831127	1427.98174652704	1128.3753487044	1234.36060755633
Notch2	708.74613680513	716.656148650188	685.963952463898	544.258046805708	1019.72357874234	734.969539738687
Reg4	1.00960988148879	0	73.6531807933993	141.351271869785	38.2952959702363	14.999378362014
Hmgcs2	1138.83994631935	1450.7168037676	714.545783816561	1381.23565661735	255.598835894368	681.148240910283
Phgdh	1918.2587748287	1597.11941699185	1664.34202568965	1282.17846609443	4117.18961093959	1983.44720928279
Zfp697	126.201235186099	159.711941699185	183.583301380562	162.498312543218	325.06472160782	166.757794730626
Hsd3b2	92.8841090969686	69.6180258688754	209.966530321482	302.736582272296	74.8094153837175	84.7023719266674
Hsd3b3	526.006748255659	381.875347780743	1074.01727813658	1817.53249577448	387.405901094251	395.277735657781
Hao2	596.679439959874	340.923567857875	882.73886831492	1297.76049606433	166.540008056609	98.8194339144453
Wars2	271.585058120484	263.115186004426	291.314819555982	237.069455970585	264.504718678144	287.635138000975
Wdr3	430.093809514224	303.043171429223	510.075759524437	308.301592975831	987.662400720746	536.44835553556
Gdap2	479.564693707175	481.183414093698	496.884145053977	517.545995428741	458.652963364458	395.277735657781
Tent5c	13.1249284593543	6.14276698843019	24.1846265291759	10.0170192663627	22.2647069594397	10.5877964908334
Man1a2	3709.30670458981	3624.23252317381	3644.18349746446	3694.05410500643	3331.69074941056	3666.02453495107
Vtcn1	72.6919114671928	74.7369983592339	39.5748434113787	37.842072784037	74.8094153837175	128.818190638473
Trim45	112.066696845256	103.403244305241	93.4406024990887	94.6051819600924	95.292945786402	134.994405258126
Ttf2	232.210272742422	235.472734556491	325.393156938003	234.843451689171	469.340022704989	276.165025135905
Ptgfrn	8464.56924640201	8898.8217772392	8172.20516444971	7473.8093748473	7888.83096986868	8082.90030437708
Igsf3	763.265070405525	886.60603533009	1045.43544678392	1160.86123275737	741.860035888531	792.320104064034
Atp1a1	93087.0406831478	110927.11007157	100687.196048194	135334.382297123	35188.0334669769	55233.005027181
Mab21l3	2.01921976297758	2.0475889961434	6.59580723522979	5.56501070353485	7.12470622702071	13.2347456135418
Slc22a15	182.739388549471	170.973681177974	167.093783292488	132.447254744129	203.944715748468	146.464518123196
Casq2	5.04804940744395	11.2617394787887	9.89371085284468	5.56501070353485	8.90588278377589	2.64694912270836
Vangl1	885.427866065668	718.703737646332	1060.82566366612	720.112385037409	1304.71182782317	605.269032725977
Tspan2	23.2210272742422	30.7138349421509	43.9720482348653	31.1640599397952	58.7788263729209	27.3518076013197
Sike1	1044.9462273409	918.343664770313	1089.40749501879	985.006894525668	1042.87887398016	1245.8307204214
Csde1	7179.33586726678	7337.53516767986	6156.08675288114	6516.62753383931	7134.50269808286	7551.74584708694
Nras	1619.41424990802	1500.88273417311	1612.67486901368	1617.19211044723	2098.2259838576	1671.10721280321
Dennd2c	138.316553763964	100.331860811026	167.093783292488	117.978226914939	227.990599264663	133.229772509654
Bcas2	1034.85012852601	865.106350870585	1109.19491672448	1094.08110431495	1292.24359192588	1090.54303855584
Trim33	1444.75174041046	1503.95411766732	1319.16144704596	1303.32550676786	1656.49419778231	1852.86438589585
Hipk1	3261.03991720879	3635.4942626526	3083.53988246993	3044.06085483356	2744.79307395973	3018.40431626176
Dclre1b	184.758608312448	163.807119691472	226.456048409556	200.340385327255	294.784720142982	139.405987129307
Ap4b1	43.4132249040179	53.2373138997283	53.8657590877099	79.0231519901948	44.5294139188794	37.9396040921531
Bcl2l15	3.02882964446637	6.14276698843019	7.69510844110142	1.11300214070697	0.890588278377589	3.52926549694447
Rsbn1	369.517216624897	338.875978861732	326.492458143875	276.024530895328	333.080016113218	494.097169572226
Phtf1	217.06612452009	226.258584073845	217.661638762583	184.758355357357	282.316484245696	172.934009350279
Magi3	3146.95400060056	3681.56501506583	2804.31737617853	2764.69731751611	2210.44010693318	2837.52945954336
Lrig2	639.083054982403	713.584765155973	541.955494494714	555.388068212778	458.652963364458	773.791460205076
Slc16a1	10384.8472409937	11222.835287862	8121.63730897961	10049.2963284432	6335.64501237817	9667.54051250515
Ppm1j	453.314836788466	519.063810522351	212.165132733225	340.578655056333	201.272950913335	488.80327132681
Rhoc	4609.87871887781	5246.94680261745	3676.06323243474	4541.04873408444	1778.50479192004	2144.02878939377
Mov10	1322.58894475031	1622.71427944364	1064.12356728374	1340.05457741119	739.188271053399	729.67564149327
Capza1	5022.80916040673	4776.00133350447	4835.82600462931	4856.02833990451	4578.51433913918	4093.94797645559
St7l	504.804940744395	554.89661795486	527.664578818383	532.015023257931	442.622374353662	471.156943842087
Wnt2b	11.1057086963767	2.0475889961434	4.39720482348653	3.33900642212091	0	7.94084736812507
Cttnbp2nl	2304.93935943891	2545.15312220624	1659.94482086616	1754.09137375418	1937.92009374963	2819.88313205863
Ddx20	236.248712268377	190.425776641336	324.293855732131	279.363537317449	537.024731861686	244.401635663405
Inka2	270.575448238995	222.163406081558	373.762409996355	231.50444526705	477.355317210388	177.34559122146
Rap1a	1544.70311867785	1557.19143156705	1518.13496530872	1767.44739944267	1342.11653551503	1382.589758428
Wdr77	304.902184209614	142.307435231966	305.605735232314	234.843451689171	683.971797793988	290.282087123683
Ovgp1	8.07687905191031	5.11897249035849	1.09930120587163	0	2.67176483513277	10.5877964908334
Chil6	28.2690766816861	39.9279854247962	61.5608675288114	56.7631091760555	9.79647106215348	19.4109602331946
Dennd2d	1019.70598030368	1044.27038803313	1031.14453110759	888.175708284162	1159.54593844762	1405.52998415814
Cept1	2664.36047724891	2848.19629363546	1991.9337850394	2547.66190007825	1340.33535895827	2526.95409581224
Dram2	3381.18349310595	3391.83117211153	3018.6811113235	4153.72398911841	1605.73066591479	2553.42358703933
Lrif1	277.642717409417	220.115817085415	310.0029400558	341.69165719704	194.148244686314	267.341861393544
Lamtor5	724.899894908951	830.297337936147	781.60315737473	759.067459962153	668.831797061569	652.914116934728
Slc16a4	9.0864889333991	2.0475889961434	2.19860241174326	2.22600428141394	13.3588241756638	22.9402257301391
Rbm15	808.69751507252	800.607297492068	786.000362198217	694.513335801149	974.303576545082	869.963944996813
Strip1	1427.58837242515	1693.35609981059	1337.84956754578	1330.03755814483	1419.59771573388	1696.69438765606
Ahcyl1	5041.99174815501	5666.70254682685	4268.58658239955	4387.45443866687	4299.760208007	6159.45060854234
Csf1	65.6246422967713	40.9517799228679	49.4685542642234	31.1640599397952	82.8247098891158	68.8206771904172
Eps8l3	4408.96635246154	5044.23549199925	4285.07610048762	4364.08139371203	3300.52015966734	5280.66349980317
Gstm5	345.286579469166	453.540962645762	249.54137373286	238.182458111292	173.66471428363	361.749713436809
Gstm7	59.5669830078386	46.0707524132264	50.5678554700951	50.0850963318136	35.6235311351035	74.9968918100701
Gstm6	35.3363458521076	44.023163417083	30.7804337644057	48.9720941911067	16.0305890107966	68.8206771904172
Gstm3	112.066696845256	112.617394787887	90.1426988814738	120.204231196353	77.4811802188502	150.876099994376
Gstm2	528.025968018637	468.897880116838	348.478482261307	345.030663619161	297.456484978115	726.146375996325
Gstm1	800.62063602061	843.606666411079	857.454940579873	735.694415007307	618.068265194046	1872.27534612904
Gstm4	251.392860490709	295.876609942721	180.285397762948	257.10349450331	139.822359705281	258.518697651183
Ampd2	634.03500557496	488.3499755802	894.831181579508	750.163442836498	1311.83653405019	741.145754358339
Gnat2	10.0960988148879	4.09517799228679	13.1916144704596	12.2430235477767	22.2647069594397	19.4109602331946
Gnai3	6639.19458067028	6706.87775686769	6901.4129704621	7519.44246261629	6279.53795084038	5327.42626763768
Amigo1	125.19162530461	107.498422297528	123.121735057623	112.413216211404	168.321184613364	168.522427479099
Cyb561d1	698.650037990242	729.965477125121	712.347181404817	848.107631218711	356.235311351035	506.449598811532
Atxn7l2	57.547763244861	58.3562863900868	60.4615663229397	54.5371048946415	73.9188271053399	97.054801165973
Psma5	1644.65449694524	1601.21459498414	1600.5825557491	1539.28196059774	1829.26832378757	1499.9378362014
Sort1	5777.99735176034	6323.97861458888	6639.77928346465	7964.64331889907	2360.94952597899	3078.40182970982
Psrc1	884.418256184179	851.797022395653	848.6605309329	632.185215921559	857.636512077618	1100.24851867244
Celsr2	136.297334000987	144.355024228109	115.426626616521	91.2661755379715	177.22706739714	247.930901160349
Sars	4588.67691136655	4956.18916516509	4222.41593175294	4388.56744080758	4671.13552009045	5131.55203255726
Tmem167b	1301.38713723905	1339.12320347778	1181.748796312	1310.0035196121	913.743573615406	1144.36433738425
Taf13	581.535291737543	532.373138997283	633.19749458206	676.705301549838	775.70239046688	538.212988284032
Wdr47	172.643289734583	182.235420656762	195.67561464515	116.865224774232	197.710597799825	145.58220174896
Clcc1	345.286579469166	315.328705406083	368.265903966997	281.589541598863	415.904726002334	345.868018700558
Gpsm2	851.101130095049	785.250380020992	821.178000786109	857.011648344367	915.524750172161	789.673154941326
Stxbp3	1215.5702973125	1257.21964363204	1410.4034471333	1531.49094561279	1033.082402918	1068.48512919994
Prpf38b	1450.80939969939	1374.95601091029	1330.15445910467	1194.25129697858	1865.78244320105	2007.26975138717
Fam102b	3486.18292078079	3616.04216718924	2816.40968944312	2556.56591720391	2653.06248128684	3482.50272910996
Slc25a24	9237.93041562242	8523.08919644688	10305.9488050465	10495.6101868667	8920.13219622993	7144.11568218985
Vav3	107.018647437812	164.830914189543	128.618241086981	156.933301839683	127.354123807995	66.1737280677089
Prmt6	111.057086963767	92.1415048264528	179.186096557076	144.690278291906	254.70824761599	104.113332159862
Amy1	5.04804940744395	20.475889961434	2.19860241174326	2.22600428141394	0	6.17621461965283
Rnpc3	155.479921749274	118.760161776317	201.172120674509	164.724316824632	213.741186810621	203.815082448543
Dph5	113.076306726744	89.0701213322377	130.816843498724	87.9271691158506	203.05412747009	117.348077773404
Slc30a7	1140.85916608233	1006.38999160448	1098.20190466576	1095.19410645566	1108.7824065801	1097.60156954973
Extl2	245.335201201776	235.472734556491	256.13718096809	198.114381045841	290.331778751094	223.226042681738
Vcam1	11.1057086963767	3.07138349421509	1.09930120587163	2.22600428141394	11.5776476189087	15.8816947362501
Cdc14a	1143.8879957268	1060.65110000228	1037.74033834282	1240.99738688827	720.485917207469	1007.60529937765
Rtca	852.110739976538	864.082556372513	816.780795962622	961.633849570822	671.503561896702	611.44524734563
Dbt	585.573731263498	463.778907626479	632.098193376188	673.366295127717	762.343566291216	442.040503492295
Trmt13	56.5381533633722	33.785218436366	18.6881204998177	40.0680770654509	71.2470622702071	155.287681865557
Sass6	65.6246422967713	48.1183414093698	78.0503856168858	66.7801284424182	128.244712086373	84.7023719266674
Mfsd14a	902.591234050978	914.248486778026	862.951446609231	766.858474947102	879.01063075868	1000.54676838376
Slc35a3	4289.83238644587	4206.77159257661	4529.12096819112	5098.66280657863	2962.09661388386	4199.82594136392
Agl	1014.65793089623	976.6999511604	910.221398461711	821.395579841744	871.885924531659	980.253491776328
Frrs1	1291.29103842416	999.223430117977	1668.73923051314	1298.87349820503	2254.96952085205	1338.47393971619
Snx7	1399.31929574346	1446.62162577531	1775.37144748268	2109.13905663971	1197.84123441786	1160.2460321205
Dpyd	8.07687905191031	13.3093284749321	367.166602761125	530.902021117225	18.7023538459294	4.41158187118059
Ptbp2	156.489531630762	108.5222167956	108.830819381292	97.9441883822133	127.354123807995	252.34248303153
Rwdd3	30.2882964446637	8.19035598457358	23.0853253233043	11.1300214070697	24.0458835161949	49.4097169572226
Alg14	364.469167217453	325.5666503868	340.783373820206	280.476539458156	336.642369226729	259.401014025419
Cnn3	497.737671573973	420.779538707468	336.386168996719	320.544616523607	662.597679112926	614.974512842575
Slc44a3	2043.45040013331	2140.75429546792	1873.20925480526	1926.60670556376	1689.44596408229	1831.68879291418
F3	4819.87757422748	5472.18159219322	2986.80137635322	3716.31414782057	4282.83903071782	2743.12160750009
Abcd3	9218.74782787413	10143.7558868944	10083.8899614605	11669.8274453126	6391.75207391595	7272.93387282832
Arhgap29	1659.79864516757	1692.33230531252	947.597639461346	749.050440695791	1475.70477727166	2251.67138705057
Abca4	20.1921976297758	30.7138349421509	20.886722911561	16.6950321106045	27.6082366297052	37.9396040921531
Gclm	4025.3145974958	4760.64441603339	3748.61711202226	4519.901693411	3134.87073988911	5368.01282085254
Dnttip2	810.716734835498	718.703737646332	878.341663491434	931.582791771734	1220.99652965567	898.198068972369
Bcar3	1245.85859375717	1368.81324392186	1141.07465169475	1453.5807957633	1444.53418752845	1365.82574731751
Fnbp1l	3634.59557335964	3843.32454576115	3484.78482261307	3619.48296157907	3492.8872277969	3942.18956008698
Pde5a	2662.34125748594	2954.67092143492	3391.34422011398	3542.68581387028	2549.75424099504	2787.2374262119
Fabp2	634.03500557496	532.373138997283	1651.15041121919	2286.10639701212	767.687095961481	241.754686540696
1810037I17Rik	3274.16484566814	4187.31949711324	2076.57997789151	2873.7715273054	1693.0083171958	3380.15402969857
Usp53	2513.92860490709	2663.91328398256	1863.31554395242	2004.51685541325	1140.84358460169	2976.93544667266
Myoz2	2.01921976297758	3.07138349421509	1.09930120587163	14.4690278291906	2.67176483513277	5.29389824541671
Sec24d	621.919686997094	608.133931854588	933.306723785015	859.237652625781	848.730629293842	764.968296462715
Mettl14	331.152041128323	266.186569498641	322.095253320388	340.578655056333	412.342372888824	365.278978933753
Prss12	6.05765928893273	11.2617394787887	1.09930120587163	8.90401712565576	24.9364717945725	16.7640111104862
Ugt8a	50.4804940744395	40.9517799228679	78.0503856168858	138.012265447664	41.8576490837467	4.41158187118059
Camk2d	7033.95204433239	7702.00600899338	6737.61709078723	7356.94415007307	4968.59200506857	6095.92382959734
Ank2	15.1441482223318	7.16656148650188	17.5888192939461	5.56501070353485	24.9364717945725	9.7054801165973
Larp7	362.449947454475	275.400719981287	372.663108790483	355.047682885523	625.192971421067	343.22106957785
Zgrf1	31.2979063261525	16.3807119691472	42.8727470289936	22.2600428141394	78.3717684972278	28.2341239755558
Alpk1	167.595240327139	115.688778282102	178.086795351204	125.769241899888	187.914126737671	177.34559122146
Tifa	484.612743114619	312.257321911868	418.833759437092	296.058569428054	272.520013183542	239.107737417988
Ap1ar	1146.91682537126	1064.74627799457	1234.51525419384	1424.64274010492	1393.77065566093	1049.95648534098
Fam241a	524.99713837417	471.969263611053	423.230964260578	444.087854142081	442.622374353662	554.094683020282
Enpep	85.8168399265471	114.66498378403	1724.80359201259	2210.42225144404	115.776476189087	7.05853099388895
Elovl6	2707.77370215293	2439.70228890486	3045.06434026442	2891.57956155671	3198.9930959323	2618.7149987328
Egf	9.0864889333991	4.09517799228679	14.2909156763312	2.22600428141394	11.5776476189087	16.7640111104862
Gar1	283.70037669835	177.116448166404	345.180578643692	202.566389608668	795.295332591187	369.690560804934
Pla2g12a	323.075162076413	354.232896332807	261.633686997448	234.843451689171	397.202372156405	427.923441504517
Casp6	540.141286596502	593.800808881585	519.969470377282	578.761113167624	382.952959702363	463.216096473962
Mcub	3.02882964446637	5.11897249035849	4.39720482348653	1.11300214070697	13.3588241756638	14.1170619877779
Sec24b	1518.45326175914	1517.26344614226	1362.03419407495	1267.70943826524	1558.52948716078	1503.46710169835
Etnppl	4.03843952595516	2.0475889961434	3.29790361761489	8.90401712565576	0.890588278377589	5.29389824541671
Ostc	1392.25202657304	1339.12320347778	1474.16291707386	1594.93206763309	1665.40008056609	1523.76037830578
Rpl34	8944.13394010918	8801.56129992239	8865.86422535471	8863.94904859031	8781.20042480302	10017.8201130769
Lef1	2.01921976297758	0	6.59580723522979	1.11300214070697	2.67176483513277	7.94084736812507
Hadh	6939.04871547245	7611.91209316307	7814.93227254143	9802.20985320628	3460.82604977531	5048.61429337907
Cyp2u1	5.04804940744395	7.16656148650188	16.4895180880745	15.5820299698976	6.23411794864312	3.52926549694447
Sgms2	890.475915473112	964.414417183539	802.489880286291	1082.95108290788	590.460028564341	667.031178922506
Papss1	3840.55598918335	4562.02828340749	3434.21696714298	4086.94386067599	2557.76953550043	4204.2375232351
Dkk2	0	11.2617394787887	0	0	0	22.9402257301391
Aimp1	1384.17514752113	1373.93221641222	1301.57262775201	1381.23565661735	1402.6765384447	1362.29648182057
Tbck	530.045187781614	550.801439962573	551.849205347559	589.891134574694	417.685902559089	422.629543259101
Npnt	1276.14689020183	981.818923650758	816.780795962622	706.756359348926	1964.63774210096	1622.57981222022
Gstcd	326.103991720879	269.257952992857	307.804337644057	221.487426000687	572.64826299679	311.45768010535
Ints12	465.430155366332	448.421990155404	460.607205260214	514.20698900662	548.602379480595	398.807001154726
Arhgef38	481.583913470152	405.422621236392	388.053325672686	379.533729981077	390.077665929384	655.561066057436
Ppa2	1216.57990719399	1112.86461940394	1119.08862757732	1291.08248322008	1028.62946152611	940.549254935702
Tet2	428.074589751247	507.802071043562	428.727470289936	400.680770654509	315.268250545666	794.967053186743
Cxxc4	35.3363458521076	31.7376294402226	21.9860241174326	30.0510577990882	11.5776476189087	15.8816947362501
Tacr3	120.143575897166	91.1177103283811	21.9860241174326	40.0680770654509	35.6235311351035	37.9396040921531
Cenpe	227.162223334978	185.306804150977	285.818313526624	182.532351075943	863.870630026261	338.809487706669
Slc9b1	54.5189336003946	33.785218436366	60.4615663229397	38.9550749247439	64.1223560431864	65.2914116934728
Cisd2	1287.25259889821	1105.69805791743	1386.21882060413	1444.67677863765	1234.35535383134	1023.4869941139
Ube2d3	9373.21813974192	8991.98707656372	9030.75940623545	9561.80139081358	7395.4450636475	7658.50612836951
Manba	1224.6567862459	1220.36304170146	1102.59910948925	1215.39833765201	928.883574347825	1019.07541224272
Nfkb1	1751.67314438305	1694.37989430866	2031.50862845078	1982.25681259911	1900.51538605777	1791.98455607356
Slc39a8	326.103991720879	337.85218436366	238.548361674144	225.939434563515	329.517662999708	389.101521038128
Ppp3ca	2463.44811083265	2520.58205425252	2064.48766462692	2367.35555328372	2292.37422854391	2581.65771101488
Ddit4l	172.643289734583	189.401982143264	257.236482173962	205.905396030789	276.082366297052	142.052936252015
Dnajb14	781.438048272323	730.989271623192	867.348651432717	820.282577701037	892.369454934344	685.559822781464
Lamtor3	875.33176725078	797.535913997853	887.136073138407	913.774757520422	944.023575080244	870.846261371049
