	GS4	GS5	GS6	GS3	GS7	MTA2_KO_4	MTA2_KO_5	WT_Ctrl_3	WT_Ctrl_4
Spry1	112.739873620138	128.653869306927	110.005814029834	124.116055407175	285.434925513207	148.341065302327	106.665221560027	165.335203973291	188.41893946618
Gm5148	18.2351794967456	12.3585231569376	21.6318666211852	24.2794272806633	30.3149996805697	16.4053799365148	6.78957895079082	36.3322876704813	25.9287504310941
Ankrd50	1426.64519665416	1352.85815737283	1096.89192551121	1285.96769676806	1332.6491988556	1504.50309545353	1648.98949056753	980.979508656475	1061.53764545192
Fat4	8.91796729238909	17.5417537662509	9.70978954583587	19.6779992100859	3.52471906188172	10.4493267736443	11.1521822263237	16.394250147318	9.50202395386888
Intu	180.974966986067	214.889909318597	139.084619233692	213.889292011063	158.836560879857	187.547777862298	192.548028696187	177.587291599411	168.457180585523
Slc25a31	0.282248101696258	0.282248101696258	0.282248101696258	0.282248101696258	0.282248101696258	-0.282248101696258	1.9757367118738	-0.282248101696258	-0.282248101696258
Hspa4l	729.03480811513	856.44958611239	560.384174851726	1622.06229930855	916.918546855406	1134.90230661054	943.10659394297	852.154126397	817.716505244044
Plk4	232.175149032769	284.997730230808	299.09611530454	288.040321706723	272.464277101521	375.062456782009	254.462326195308	252.445156810557	219.448934913216
Mfsd8	294.505630829343	265.897374907021	307.711644229465	260.199299038036	312.576303947062	254.433722683632	259.245824005886	314.334525415321	324.698130255905
Abhd18	211.926777001339	214.932454278727	163.438442165835	154.948784386972	149.933082357712	159.90451613102	149.738078701077	188.6108490296	217.890188290768
1700034I23Rik	0.532762390460693	0.532762390460693	0.532762390460693	0.532762390460693	0.532762390460693	-0.532762390460693	1.72522242310937	-0.532762390460693	1.47135191965479
Larp1b	1026.86466888333	1114.2732208756	1034.8944947732	1327.54080544571	1298.01735669956	1146.58750416621	1102.36604091099	1167.92268524182	1224.39620702288
Pgrmc2	768.350642064413	781.883699500699	892.306547938809	865.478890643672	903.692068720853	866.275912810734	816.470336990181	852.20853325305	834.414696040794
Jade1	759.325027122496	642.771366296888	824.084397180623	886.377248392879	850.536745055366	760.283588597879	680.78384168082	869.962932328173	859.445464631733
Sclt1	138.232947174993	177.13528912228	178.59556927647	162.153678018237	155.304367577197	169.468477502386	126.727291374822	138.248188778402	214.693523279734
D3Ertd751e	106.42006240903	131.161669110231	125.029597630103	191.508817143907	151.517964176106	124.212530830833	125.217023747504	173.524627443238	141.556306353929
Pcdh10	1.51701646822593	-0.280732941943188	-0.280732941943188	0.728847067319572	-0.280732941943188	0.280732941943188	0.280732941943188	0.280732941943188	0.280732941943188
Pabpc4l	0.315799623792204	0.315799623792204	0.315799623792204	0.315799623792204	0.315799623792204	1.0816049597604	0.813192782992826	-0.315799623792204	-0.315799623792204
Pcdh18	38.9840541665879	41.3662237236579	30.5577312585367	66.6458388184185	25.7878056032102	29.4057946140589	47.588666843855	38.6784847140327	47.0003766843825
Slc7a11	59.4024296383879	129.689627235434	73.3222041682879	94.631871789313	39.6068569609208	133.87777081454	87.7329948230077	57.3271909517219	38.3844352446061
Noct	1603.9288813367	1462.75509311413	1436.36383144047	955.564959508016	1245.19642137513	1024.13335852851	1247.42504676568	1519.55586888431	1571.93307524106
Elf2	1049.29524481766	944.631395351979	1082.16396094791	925.566270500351	1014.79834138593	1036.8526875484	1012.04547000738	977.17909706009	987.086915787175
Mgarp	0.375386831668108	7.75277351817821	0.375386831668108	0.375386831668108	0.375386831668108	-0.375386831668108	7.52756001582709	-0.375386831668108	0.626670323389632
Ndufc1	1057.63835319847	1038.69408937268	1380.4220039682	900.545156619767	1345.06043321025	1046.83486075931	1103.93768929436	1194.07341259227	1233.04206644958
Naa15	1278.84143668337	1523.07808712411	1129.45771220167	1457.6785848869	1318.67852377918	1864.93914070485	1220.79116206077	1160.44769107535	1120.00948189919
