"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"mta2ko.signature","mta2ko.signature","mta2ko.signature",154,0.423172573622661,1.65756795181132,0.0003750583024528,0.0003750583024528,NA,821,"tags=22%, list=6%, signal=21%","Mttp/Ggt1/Npc1l1/Slc7a9/Erich4/Prap1/Ccl25/Myrfl/Reg3b/Pipox/Gm11437/Reg3g/Ms4a10/Alpi/Dnm1/Upp1/Abcg5/Myo7a/Ms4a18/Abcg8/H2-Q1/Ptk6/Ms4a12/Mmp7/Lgals2/Nes/Gpd1/Clca4b/B2m/Igsf23/Tgm2/Abhd3/Nos2/Exoc3l4"
