"","x"
"HCO118C",17637151
"HCO118OE",18185076
"HCO80C",17658328
"HCO80OE",17227238
"HCO83C",15736989
"HCO83OE",15366534
"HCO88C",17149694
"HCO88OE",16541530
"HCO89C",16012588
"HCO89OE",18043484
