	HCO118C	HCO118OE	HCO80C	HCO80OE	HCO83C	HCO83OE	HCO88C	HCO88OE	HCO89C	HCO89OE
CYB561	1223.62414624239	1488.0780828166	907.788318580537	1300.28142313869	530.223911804742	944.172787246637	640.458248858553	877.364476544013	1236.49978476672	1667.90679903573
ACE	439.901829326555	907.709936367319	230.116050682069	339.45399984594	123.127310063444	794.925743522673	104.525826965046	314.20489835043	329.589663883812	860.531589640801
KCNH6	2.82592181580228	107.049612378602	0	64.2469434736667	0	187.352671908806	1.90046958118265	164.63132054144	2.15418080969812	195.575361282
DCAF7	3197.05954761098	3644.11035857406	3446.86542017422	3764.67910563605	1233.49161072568	1709.46081995888	1602.09585693697	1455.58179747004	1677.02976034998	1828.37889034403
TACO1	276.940337948623	387.501902659733	402.703088693622	472.742434813696	301.717372407719	442.448682812886	276.518324062076	273.04706821507	298.354042143189	301.888121773754
MAP3K3	87.6035762898706	84.9319238706263	124.808705454682	116.986971698318	113.144014652895	89.9716221030988	116.878879242733	119.458092344093	162.640651132208	51.1504791045231
STRADA	7.53579150880608	3.5388301612761	11.7008161363764	0.958909604084577	49.9164770527477	45.51505588745	30.4075132989224	25.0962378874146	25.8501697163774	21.0619619842154
CCDC47	2218.34862540479	1989.70725817749	2240.70629011608	2230.42373910073	1264.55075200294	1347.45735220288	1408.24795965634	1489.71268099693	1896.75620293919	1963.77721738542
DDX42	1318.76351404106	1158.96687781792	1093.05124073983	908.087395068094	797.554377798346	811.861578271492	1272.36438460178	1049.02274369393	1398.06334549408	1083.18661633108
FTSJ3	465.335125668775	544.979844836519	424.154584943645	424.796954609468	364.944910007866	365.178936771401	254.662923878475	268.027820637587	285.428957285	332.979589464739
PSMC5	760.172968450813	644.951796892569	709.849512273502	639.592705924413	551.299757671458	606.514581942066	478.918334458028	459.763078097435	561.164100926359	599.764441264801
SMARCD2	1669.17781920055	1979.97547523398	1763.89803255874	1912.06575054465	788.680337433413	902.891690046392	1282.81696729829	1109.25371462372	1475.61385464321	1319.88295101083
ICAM2	64.9962017634524	84.0472163303073	27.3019043182116	27.8083785184527	95.3959339230289	116.433863898128	68.4169049225754	69.2656165692642	85.0901419830756	68.2006388060309
ERN1	765.824812082418	1030.68428447166	718.625124375785	659.729807610189	438.155743018563	379.997792176617	534.982187102916	447.716883911476	520.234665542095	487.433977348985
TEX2	361.717992422692	405.196053466113	372.475980341316	394.111847278761	156.404961431943	348.243102022583	123.530522776872	162.623621510446	168.026103156453	144.424882177477
MILR1	1.88394787720152	5.30824524191415	4.87534005682351	18.219282477607	0	0	3.8009391623653	15.0577427324487	31.2356217406227	98.2891559263386
POLG2	54.6344884388441	37.157716693399	34.1273803977645	28.7672881225373	61.0090275089138	55.0414629336605	68.4169049225754	59.2271214142984	49.5461586230567	39.1150722564001
DDX5	2338.92128954569	2845.21944966598	1994.98915125218	2145.0807843372	7159.13206440963	5697.84990330566	6132.81533847641	5750.05002476442	6112.4880475184	6919.3559871001
CEP95	167.671361070935	150.400281854234	152.110609772893	123.69933892691	405.987346695681	353.535550381588	504.574673803993	515.978650965243	424.373619510529	491.445779631693
SMURF2	422.00432449314	394.579562982285	382.226660454963	424.796954609468	778.697042022864	789.633295163667	622.403787837318	605.321257844439	406.063082628095	549.616912730955
LRRC37A3	18.8394787720152	17.6941508063805	19.501360227294	10.5480056449303	23.2943559579489	37.0471385130407	16.1539914400525	16.0615922479453	18.310536882434	18.0531102721846
GNA13	2558.40121723966	2282.54545402308	2033.0168036954	2142.20405552495	2052.12183439074	1930.68516136532	2093.36724367269	2122.13787575977	2411.60541645704	3127.19987937065
RGS9	145.063986544517	154.823819555829	114.08295732967	144.795350216771	123.127310063444	176.767775190794	45.6112699483836	78.3002622087334	80.7817803636793	134.395376470708
AXIN2	81.9517326582661	52.1977448788224	19.501360227294	25.8905593102836	652.24196682257	374.705343817612	160.589679609934	119.458092344093	186.336640038887	114.336365057169
CEP112	0.94197393860076	0.884707540319024	9.75068011364701	10.5480056449303	18.8573357754825	34.9301591694384	25.6563393459658	17.0654417634419	7.53963283394341	8.0236045654154
PRKCA	1061.60462880306	917.441719310828	1674.19177551319	1611.92704446617	444.811273292263	460.443007233506	749.735249776555	686.633068599662	1024.31297501145	703.068350044524
CACNG4	116.804768386494	113.242565160835	30.2271083523057	26.8494689143682	83.1941284212461	114.316884554526	192.897662490039	159.612072963957	40.9294353842642	74.2183422300924
HELZ	1153.91807478593	1095.26793491495	1144.72984534216	1078.77330459515	687.738128282301	714.480528465785	883.718355249932	776.979524994355	662.410598982171	718.112608604678
PSMD12	848.718518679284	930.712332415614	879.51134625096	886.991383778234	1037.15346765154	1025.67649197533	588.19533537603	670.571476351717	869.21195671319	869.558144776894
PITPNC1	1034.28738458363	688.302466368201	705.949240228044	503.427542144403	461.450098976512	355.652529725191	1223.90241028163	1089.17672431379	851.978510235605	673.982783494893
NOL11	266.578624624015	269.835799797302	259.36809102301	211.919022502692	783.13406220533	853.142675471737	339.233820241103	367.408922671749	412.525625057189	451.327756804616
BPTF	1018.27382762742	971.408879270289	963.367195228325	927.265587149786	652.24196682257	641.444741111505	657.562475089197	634.43289379384	702.262943961586	584.720182704647
C17orf58	103.617133246084	170.748555281572	71.1799648296232	145.754259820856	161.951236660026	191.58663059601	139.684514216925	171.658267149916	122.788306152793	255.752395522616
KPNA2	1203.84269353177	1296.98125410769	1778.52405272921	2073.16256403086	502.492535664327	720.831466496592	485.569977992167	593.27506365848	348.977291171095	388.14187085197
AMZ2	437.075907510752	252.141648990922	260.343159034375	263.700141123259	328.339493502518	213.814913703835	789.645110981391	761.921782261906	592.399722666982	536.578555312155
ARSG	4.7098696930038	3.5388301612761	1.9501360227294	1.91781920816915	6.65553027369969	5.29244835900581	9.50234790591325	5.01924757748291	19.387627287283	5.01475285338462
WIPI1	566.126337099057	498.97505273993	670.846791818914	578.222491263	352.743104506084	257.212990247683	505.524908594585	429.647592632537	723.804752058567	784.307346269355
PRKAR1A	2121.32530972891	1950.78012640345	2254.35724227519	2087.54620809212	1970.03696101511	1672.41368144584	2491.51562093045	2254.64601180532	2423.45341091038	2526.43248753517
FAM20A	0.94197393860076	1.76941508063805	8.77561210228231	0	8.87404036493292	13.7603657334151	6.65164353413927	6.02309709297949	3.23127121454717	6.01770342406155
ABCA10	32.0271139124258	31.8494714514849	42.9029925000468	28.7672881225373	62.1182825545304	76.2112563696837	60.8150265978448	52.2001748058223	118.479944533396	98.2891559263386
ABCA5	90.4294981056729	115.011980241473	78.0054409091761	70.0004010981741	868.54670071781	907.125648733596	454.212229902653	479.840068407366	332.820935098359	484.425125636955
MAP2K6	109.268976877688	103.510782217326	125.783773466046	104.521146845219	341.650554049917	462.559986577108	322.129594010459	342.312684784335	226.188985018302	502.478235909139
KCNJ2	33.9110617896273	24.7718111289327	59.4791486932468	27.8083785184527	70.9923229194634	57.1584422772628	122.580287986281	112.431145735617	118.479944533396	76.2242433714463
SOX9	3806.51668588567	3460.97589772802	3431.26433199238	2884.40008908641	1628.38640696519	1848.12296696483	3128.17293062664	2829.85178418487	3485.46455009155	2981.7720466225
SLC39A11	540.693040756836	486.589147175463	408.55349676181	414.248948964537	225.178774260173	243.452624514267	225.205645370144	237.91233517269	302.662403762585	366.076958297077
COG1	515.259744414616	398.118393143561	346.149144034469	311.645621327488	272.876741221687	300.61106679153	433.307064509644	295.131757555995	365.133647243831	286.8438632136
